_Annual_J-D_2016_____________ L-OTI(^S^o^N^C) Anomaly vs 1951-1980              
 163   1  145.00  -89.00        0.0433
 164   1  147.00  -89.00        0.0433
 165   1  149.00  -89.00        0.0433
 166   1  151.00  -89.00        0.0433
 167   1  153.00  -89.00        0.0433
 168   1  155.00  -89.00        0.0433
 169   1  157.00  -89.00        0.0433
 170   1  159.00  -89.00        0.0433
 171   1  161.00  -89.00        0.0433
 172   1  163.00  -89.00        0.0433
 173   1  165.00  -89.00        0.0433
 174   1  167.00  -89.00        0.0433
 175   1  169.00  -89.00        0.0433
 176   1  171.00  -89.00        0.0433
 177   1  173.00  -89.00        0.0433
 178   1  175.00  -89.00        0.0433
 179   1  177.00  -89.00        0.0433
 180   1  179.00  -89.00        0.0433
   1   2 -179.00  -87.00        0.0433
   2   2 -177.00  -87.00        0.0433
   3   2 -175.00  -87.00        0.0433
   4   2 -173.00  -87.00        0.0433
   5   2 -171.00  -87.00        0.0433
   6   2 -169.00  -87.00        0.0433
   7   2 -167.00  -87.00        0.0433
   8   2 -165.00  -87.00        0.0433
   9   2 -163.00  -87.00        0.0433
  10   2 -161.00  -87.00        0.0433
  11   2 -159.00  -87.00        0.0433
  12   2 -157.00  -87.00        0.0433
  13   2 -155.00  -87.00        0.0433
  14   2 -153.00  -87.00        0.0433
  15   2 -151.00  -87.00        0.0433
  16   2 -149.00  -87.00        0.0433
  17   2 -147.00  -87.00        0.0433
  18   2 -145.00  -87.00        0.0433
  19   2 -143.00  -87.00        0.0433
  20   2 -141.00  -87.00        0.0433
  21   2 -139.00  -87.00        0.0433
  22   2 -137.00  -87.00        0.0433
  23   2 -135.00  -87.00        0.0433
  24   2 -133.00  -87.00        0.0433
  25   2 -131.00  -87.00        0.0433
  26   2 -129.00  -87.00        0.0433
  27   2 -127.00  -87.00        0.0433
  28   2 -125.00  -87.00        0.0433
  29   2 -123.00  -87.00        0.0433
  30   2 -121.00  -87.00        0.0433
  31   2 -119.00  -87.00        0.0433
  32   2 -117.00  -87.00        0.0433
  33   2 -115.00  -87.00        0.0433
  34   2 -113.00  -87.00        0.0433
  35   2 -111.00  -87.00        0.0433
  36   2 -109.00  -87.00        0.0433
  37   2 -107.00  -87.00        0.0433
  38   2 -105.00  -87.00        0.0433
  39   2 -103.00  -87.00        0.0433
  40   2 -101.00  -87.00        0.0433
  41   2  -99.00  -87.00        0.0433
  42   2  -97.00  -87.00        0.0433
  43   2  -95.00  -87.00        0.0433
  44   2  -93.00  -87.00        0.0433
  45   2  -91.00  -87.00        0.0433
  46   2  -89.00  -87.00        0.0433
  47   2  -87.00  -87.00        0.0433
  48   2  -85.00  -87.00        0.0433
  49   2  -83.00  -87.00        0.0433
  50   2  -81.00  -87.00        0.0433
  51   2  -79.00  -87.00        0.0433
  52   2  -77.00  -87.00        0.0433
  53   2  -75.00  -87.00        0.0433
  54   2  -73.00  -87.00        0.0433
  55   2  -71.00  -87.00        0.0433
  56   2  -69.00  -87.00        0.0433
  57   2  -67.00  -87.00        0.0433
  58   2  -65.00  -87.00        0.0433
  59   2  -63.00  -87.00        0.0433
  60   2  -61.00  -87.00        0.0433
  61   2  -59.00  -87.00        0.0433
  62   2  -57.00  -87.00        0.0433
  63   2  -55.00  -87.00        0.0433
  64   2  -53.00  -87.00        0.0433
  65   2  -51.00  -87.00        0.0433
  66   2  -49.00  -87.00        0.0433
  67   2  -47.00  -87.00        0.0433
  68   2  -45.00  -87.00        0.0433
  69   2  -43.00  -87.00        0.0433
  70   2  -41.00  -87.00        0.0433
  71   2  -39.00  -87.00        0.0433
  72   2  -37.00  -87.00        0.0433
  73   2  -35.00  -87.00        0.0433
  74   2  -33.00  -87.00        0.0433
  75   2  -31.00  -87.00        0.0433
  76   2  -29.00  -87.00        0.0433
  77   2  -27.00  -87.00        0.0433
  78   2  -25.00  -87.00        0.0433
  79   2  -23.00  -87.00        0.0433
  80   2  -21.00  -87.00        0.0433
  81   2  -19.00  -87.00        0.0433
  82   2  -17.00  -87.00        0.0433
  83   2  -15.00  -87.00        0.0433
  84   2  -13.00  -87.00        0.0433
  85   2  -11.00  -87.00        0.0433
  86   2   -9.00  -87.00        0.0433
  87   2   -7.00  -87.00        0.0433
  88   2   -5.00  -87.00        0.0433
  89   2   -3.00  -87.00        0.0433
  90   2   -1.00  -87.00        0.0433
  91   2    1.00  -87.00        0.0433
  92   2    3.00  -87.00        0.0433
  93   2    5.00  -87.00        0.0433
  94   2    7.00  -87.00        0.0433
  95   2    9.00  -87.00        0.0433
  96   2   11.00  -87.00        0.0433
  97   2   13.00  -87.00        0.0433
  98   2   15.00  -87.00        0.0433
  99   2   17.00  -87.00        0.0433
 100   2   19.00  -87.00        0.0433
 101   2   21.00  -87.00        0.0433
 102   2   23.00  -87.00        0.0433
 103   2   25.00  -87.00        0.0433
 104   2   27.00  -87.00        0.0433
 105   2   29.00  -87.00        0.0433
 106   2   31.00  -87.00        0.0433
 107   2   33.00  -87.00        0.0433
 108   2   35.00  -87.00        0.0433
 109   2   37.00  -87.00        0.0433
 110   2   39.00  -87.00        0.0433
 111   2   41.00  -87.00        0.0433
 112   2   43.00  -87.00        0.0433
 113   2   45.00  -87.00        0.0433
 114   2   47.00  -87.00        0.0433
 115   2   49.00  -87.00        0.0433
 116   2   51.00  -87.00        0.0433
 117   2   53.00  -87.00        0.0433
 118   2   55.00  -87.00        0.0433
 119   2   57.00  -87.00        0.0433
 120   2   59.00  -87.00        0.0433
 121   2   61.00  -87.00        0.0433
 122   2   63.00  -87.00        0.0433
 123   2   65.00  -87.00        0.0433
 124   2   67.00  -87.00        0.0433
 125   2   69.00  -87.00        0.0433
 126   2   71.00  -87.00        0.0433
 127   2   73.00  -87.00        0.0433
 128   2   75.00  -87.00        0.0433
 129   2   77.00  -87.00        0.0433
 130   2   79.00  -87.00        0.0433
 131   2   81.00  -87.00        0.0433
 132   2   83.00  -87.00        0.0433
 133   2   85.00  -87.00        0.0433
 134   2   87.00  -87.00        0.0433
 135   2   89.00  -87.00        0.0433
 136   2   91.00  -87.00        0.0433
 137   2   93.00  -87.00        0.0433
 138   2   95.00  -87.00        0.0433
 139   2   97.00  -87.00        0.0433
 140   2   99.00  -87.00        0.0433
 141   2  101.00  -87.00        0.0433
 142   2  103.00  -87.00        0.0433
 143   2  105.00  -87.00        0.0433
 144   2  107.00  -87.00        0.0433
 145   2  109.00  -87.00        0.0433
 146   2  111.00  -87.00        0.0433
 147   2  113.00  -87.00        0.0433
 148   2  115.00  -87.00        0.0433
 149   2  117.00  -87.00        0.0433
 150   2  119.00  -87.00        0.0433
 151   2  121.00  -87.00        0.0433
 152   2  123.00  -87.00        0.0433
 153   2  125.00  -87.00        0.0433
 154   2  127.00  -87.00        0.0433
 155   2  129.00  -87.00        0.0433
 156   2  131.00  -87.00        0.0433
 157   2  133.00  -87.00        0.0433
 158   2  135.00  -87.00        0.0433
 159   2  137.00  -87.00        0.0433
 160   2  139.00  -87.00        0.0433
 161   2  141.00  -87.00        0.0433
 162   2  143.00  -87.00        0.0433
 163   2  145.00  -87.00        0.0433
 164   2  147.00  -87.00        0.0433
 165   2  149.00  -87.00        0.0433
 166   2  151.00  -87.00        0.0433
 167   2  153.00  -87.00        0.0433
 168   2  155.00  -87.00        0.0433
 169   2  157.00  -87.00        0.0433
 170   2  159.00  -87.00        0.0433
 171   2  161.00  -87.00        0.0433
 172   2  163.00  -87.00        0.0433
 173   2  165.00  -87.00        0.0433
 174   2  167.00  -87.00        0.0433
 175   2  169.00  -87.00        0.0433
 176   2  171.00  -87.00        0.0433
 177   2  173.00  -87.00        0.0433
 178   2  175.00  -87.00        0.0433
 179   2  177.00  -87.00        0.0433
 180   2  179.00  -87.00        0.0433
   1   3 -179.00  -85.00        0.0433
   2   3 -177.00  -85.00        0.0433
   3   3 -175.00  -85.00        0.0433
   4   3 -173.00  -85.00        0.0433
   5   3 -171.00  -85.00        0.0433
   6   3 -169.00  -85.00        0.0433
   7   3 -167.00  -85.00        0.0433
   8   3 -165.00  -85.00        0.0433
   9   3 -163.00  -85.00        0.0433
  10   3 -161.00  -85.00        0.0433
  11   3 -159.00  -85.00        0.0433
  12   3 -157.00  -85.00        0.0433
  13   3 -155.00  -85.00        0.0433
  14   3 -153.00  -85.00        0.0433
  15   3 -151.00  -85.00        0.0433
  16   3 -149.00  -85.00        0.0433
  17   3 -147.00  -85.00        0.0433
  18   3 -145.00  -85.00        0.0433
  19   3 -143.00  -85.00        0.0433
  20   3 -141.00  -85.00        0.0433
  21   3 -139.00  -85.00        0.0433
  22   3 -137.00  -85.00        0.0433
  23   3 -135.00  -85.00        0.0433
  24   3 -133.00  -85.00        0.0433
  25   3 -131.00  -85.00        0.0433
  26   3 -129.00  -85.00        0.0433
  27   3 -127.00  -85.00        0.0433
  28   3 -125.00  -85.00        0.0433
  29   3 -123.00  -85.00        0.0433
  30   3 -121.00  -85.00        0.0433
  31   3 -119.00  -85.00        0.0433
  32   3 -117.00  -85.00        0.0433
  33   3 -115.00  -85.00        0.0433
  34   3 -113.00  -85.00        0.0433
  35   3 -111.00  -85.00        0.0433
  36   3 -109.00  -85.00        0.0433
  37   3 -107.00  -85.00        0.0433
  38   3 -105.00  -85.00        0.0433
  39   3 -103.00  -85.00        0.0433
  40   3 -101.00  -85.00        0.0433
  41   3  -99.00  -85.00        0.0433
  42   3  -97.00  -85.00        0.0433
  43   3  -95.00  -85.00        0.0433
  44   3  -93.00  -85.00        0.0433
  45   3  -91.00  -85.00        0.0433
  46   3  -89.00  -85.00        0.0433
  47   3  -87.00  -85.00        0.0433
  48   3  -85.00  -85.00        0.0433
  49   3  -83.00  -85.00        0.0433
  50   3  -81.00  -85.00        0.0433
  51   3  -79.00  -85.00        0.0433
  52   3  -77.00  -85.00        0.0433
  53   3  -75.00  -85.00        0.0433
  54   3  -73.00  -85.00        0.0433
  55   3  -71.00  -85.00        0.0433
  56   3  -69.00  -85.00        0.0433
  57   3  -67.00  -85.00        0.0433
  58   3  -65.00  -85.00        0.0433
  59   3  -63.00  -85.00        0.0433
  60   3  -61.00  -85.00        0.0433
  61   3  -59.00  -85.00        0.0433
  62   3  -57.00  -85.00        0.0433
  63   3  -55.00  -85.00        0.0433
  64   3  -53.00  -85.00        0.0433
  65   3  -51.00  -85.00        0.0433
  66   3  -49.00  -85.00        0.0433
  67   3  -47.00  -85.00        0.0433
  68   3  -45.00  -85.00        0.0433
  69   3  -43.00  -85.00        0.0433
  70   3  -41.00  -85.00        0.0433
  71   3  -39.00  -85.00        0.0433
  72   3  -37.00  -85.00        0.0433
  73   3  -35.00  -85.00        0.0433
  74   3  -33.00  -85.00        0.0433
  75   3  -31.00  -85.00        0.0433
  76   3  -29.00  -85.00        0.0433
  77   3  -27.00  -85.00        0.0433
  78   3  -25.00  -85.00        0.0433
  79   3  -23.00  -85.00        0.0433
  80   3  -21.00  -85.00        0.0433
  81   3  -19.00  -85.00        0.0433
  82   3  -17.00  -85.00        0.0433
  83   3  -15.00  -85.00        0.0433
  84   3  -13.00  -85.00        0.0433
  85   3  -11.00  -85.00        0.0433
  86   3   -9.00  -85.00        0.0433
  87   3   -7.00  -85.00        0.0433
  88   3   -5.00  -85.00        0.0433
  89   3   -3.00  -85.00        0.0433
  90   3   -1.00  -85.00        0.0433
  91   3    1.00  -85.00        0.0433
  92   3    3.00  -85.00        0.0433
  93   3    5.00  -85.00        0.0433
  94   3    7.00  -85.00        0.0433
  95   3    9.00  -85.00        0.0433
  96   3   11.00  -85.00        0.0433
  97   3   13.00  -85.00        0.0433
  98   3   15.00  -85.00        0.0433
  99   3   17.00  -85.00        0.0433
 100   3   19.00  -85.00        0.0433
 101   3   21.00  -85.00        0.0433
 102   3   23.00  -85.00        0.0433
 103   3   25.00  -85.00        0.0433
 104   3   27.00  -85.00        0.0433
 105   3   29.00  -85.00        0.0433
 106   3   31.00  -85.00        0.0433
 107   3   33.00  -85.00        0.0433
 108   3   35.00  -85.00        0.0433
 109   3   37.00  -85.00        0.0433
 110   3   39.00  -85.00        0.0433
 111   3   41.00  -85.00        0.0433
 112   3   43.00  -85.00        0.0433
 113   3   45.00  -85.00        0.0433
 114   3   47.00  -85.00        0.0433
 115   3   49.00  -85.00        0.0433
 116   3   51.00  -85.00        0.0433
 117   3   53.00  -85.00        0.0433
 118   3   55.00  -85.00        0.0433
 119   3   57.00  -85.00        0.0433
 120   3   59.00  -85.00        0.0433
 121   3   61.00  -85.00        0.0433
 122   3   63.00  -85.00        0.0433
 123   3   65.00  -85.00        0.0433
 124   3   67.00  -85.00        0.0433
 125   3   69.00  -85.00        0.0433
 126   3   71.00  -85.00        0.0433
 127   3   73.00  -85.00        0.0433
 128   3   75.00  -85.00        0.0433
 129   3   77.00  -85.00        0.0433
 130   3   79.00  -85.00        0.0433
 131   3   81.00  -85.00        0.0433
 132   3   83.00  -85.00        0.0433
 133   3   85.00  -85.00        0.0433
 134   3   87.00  -85.00        0.0433
 135   3   89.00  -85.00        0.0433
 136   3   91.00  -85.00        0.0433
 137   3   93.00  -85.00        0.0433
 138   3   95.00  -85.00        0.0433
 139   3   97.00  -85.00        0.0433
 140   3   99.00  -85.00        0.0433
 141   3  101.00  -85.00        0.0433
 142   3  103.00  -85.00        0.0433
 143   3  105.00  -85.00        0.0433
 144   3  107.00  -85.00        0.0433
 145   3  109.00  -85.00        0.0433
 146   3  111.00  -85.00        0.0433
 147   3  113.00  -85.00        0.0433
 148   3  115.00  -85.00        0.0433
 149   3  117.00  -85.00        0.0433
 150   3  119.00  -85.00        0.0433
 151   3  121.00  -85.00        0.0433
 152   3  123.00  -85.00        0.0433
 153   3  125.00  -85.00        0.0433
 154   3  127.00  -85.00        0.0433
 155   3  129.00  -85.00        0.0433
 156   3  131.00  -85.00        0.0433
 157   3  133.00  -85.00        0.0433
 158   3  135.00  -85.00        0.0433
 159   3  137.00  -85.00        0.0433
 160   3  139.00  -85.00        0.0433
 161   3  141.00  -85.00        0.0433
 162   3  143.00  -85.00        0.0433
 163   3  145.00  -85.00        0.0433
 164   3  147.00  -85.00        0.0433
 165   3  149.00  -85.00        0.0433
 166   3  151.00  -85.00        0.0433
 167   3  153.00  -85.00        0.0433
 168   3  155.00  -85.00        0.0433
 169   3  157.00  -85.00        0.0433
 170   3  159.00  -85.00        0.0433
 171   3  161.00  -85.00        0.0433
 172   3  163.00  -85.00        0.0433
 173   3  165.00  -85.00        0.0433
 174   3  167.00  -85.00        0.0433
 175   3  169.00  -85.00        0.0433
 176   3  171.00  -85.00        0.0433
 177   3  173.00  -85.00        0.0433
 178   3  175.00  -85.00        0.0433
 179   3  177.00  -85.00        0.0433
 180   3  179.00  -85.00        0.0433
   1   4 -179.00  -83.00        0.0433
   2   4 -177.00  -83.00        0.0433
   3   4 -175.00  -83.00        0.0433
   4   4 -173.00  -83.00        0.0433
   5   4 -171.00  -83.00        0.0433
   6   4 -169.00  -83.00        0.0433
   7   4 -167.00  -83.00        0.0433
   8   4 -165.00  -83.00        0.0433
   9   4 -163.00  -83.00        0.0433
  10   4 -161.00  -83.00        0.0433
  11   4 -159.00  -83.00        0.0433
  12   4 -157.00  -83.00        0.0433
  13   4 -155.00  -83.00        0.0433
  14   4 -153.00  -83.00        0.0433
  15   4 -151.00  -83.00        0.0433
  16   4 -149.00  -83.00        0.0433
  17   4 -147.00  -83.00        0.0433
  18   4 -145.00  -83.00        0.0433
  19   4 -143.00  -83.00        0.0433
  20   4 -141.00  -83.00        0.0433
  21   4 -139.00  -83.00        0.0433
  22   4 -137.00  -83.00        0.0433
  23   4 -135.00  -83.00        0.0433
  24   4 -133.00  -83.00        0.0433
  25   4 -131.00  -83.00        0.0433
  26   4 -129.00  -83.00        0.0433
  27   4 -127.00  -83.00        0.0433
  28   4 -125.00  -83.00        0.0433
  29   4 -123.00  -83.00        0.0433
  30   4 -121.00  -83.00        0.0433
  31   4 -119.00  -83.00        0.0433
  32   4 -117.00  -83.00        0.0433
  33   4 -115.00  -83.00        0.0433
  34   4 -113.00  -83.00        0.0433
  35   4 -111.00  -83.00        0.0433
  36   4 -109.00  -83.00        0.0433
  37   4 -107.00  -83.00        0.0433
  38   4 -105.00  -83.00        0.0433
  39   4 -103.00  -83.00        0.0433
  40   4 -101.00  -83.00        0.0433
  41   4  -99.00  -83.00        0.0433
  42   4  -97.00  -83.00        0.0433
  43   4  -95.00  -83.00        0.0433
  44   4  -93.00  -83.00        0.0433
  45   4  -91.00  -83.00        0.0433
  46   4  -89.00  -83.00        0.0433
  47   4  -87.00  -83.00        0.0433
  48   4  -85.00  -83.00        0.0433
  49   4  -83.00  -83.00        0.0433
  50   4  -81.00  -83.00        0.0433
  51   4  -79.00  -83.00        0.0433
  52   4  -77.00  -83.00        0.0433
  53   4  -75.00  -83.00        0.0433
  54   4  -73.00  -83.00        0.0433
  55   4  -71.00  -83.00        0.0433
  56   4  -69.00  -83.00        0.0433
  57   4  -67.00  -83.00        0.0433
  58   4  -65.00  -83.00        0.0433
  59   4  -63.00  -83.00        0.0433
  60   4  -61.00  -83.00        0.0433
  61   4  -59.00  -83.00        0.0433
  62   4  -57.00  -83.00        0.0433
  63   4  -55.00  -83.00        0.0433
  64   4  -53.00  -83.00        0.0433
  65   4  -51.00  -83.00        0.0433
  66   4  -49.00  -83.00        0.0433
  67   4  -47.00  -83.00        0.0433
  68   4  -45.00  -83.00        0.0433
  69   4  -43.00  -83.00        0.0433
  70   4  -41.00  -83.00        0.0433
  71   4  -39.00  -83.00        0.0433
  72   4  -37.00  -83.00        0.0433
  73   4  -35.00  -83.00        0.0433
  74   4  -33.00  -83.00        0.0433
  75   4  -31.00  -83.00        0.0433
  76   4  -29.00  -83.00        0.0433
  77   4  -27.00  -83.00        0.0433
  78   4  -25.00  -83.00        0.0433
  79   4  -23.00  -83.00        0.0433
  80   4  -21.00  -83.00        0.0433
  81   4  -19.00  -83.00        0.0433
  82   4  -17.00  -83.00        0.0433
  83   4  -15.00  -83.00        0.0433
  84   4  -13.00  -83.00        0.0433
  85   4  -11.00  -83.00        0.0433
  86   4   -9.00  -83.00        0.0433
  87   4   -7.00  -83.00        0.0433
  88   4   -5.00  -83.00        0.0433
  89   4   -3.00  -83.00        0.0433
  90   4   -1.00  -83.00        0.0433
  91   4    1.00  -83.00        0.0433
  92   4    3.00  -83.00        0.0433
  93   4    5.00  -83.00        0.0433
  94   4    7.00  -83.00        0.0433
  95   4    9.00  -83.00        0.0433
  96   4   11.00  -83.00        0.0433
  97   4   13.00  -83.00        0.0433
  98   4   15.00  -83.00        0.0433
  99   4   17.00  -83.00        0.0433
 100   4   19.00  -83.00        0.0433
 101   4   21.00  -83.00        0.0433
 102   4   23.00  -83.00        0.0433
 103   4   25.00  -83.00        0.0433
 104   4   27.00  -83.00        0.0433
 105   4   29.00  -83.00        0.0433
 106   4   31.00  -83.00        0.0433
 107   4   33.00  -83.00        0.0433
 108   4   35.00  -83.00        0.0433
 109   4   37.00  -83.00        0.0433
 110   4   39.00  -83.00        0.0433
 111   4   41.00  -83.00        0.0433
 112   4   43.00  -83.00        0.0433
 113   4   45.00  -83.00        0.0433
 114   4   47.00  -83.00        0.0433
 115   4   49.00  -83.00        0.0433
 116   4   51.00  -83.00        0.0433
 117   4   53.00  -83.00        0.0433
 118   4   55.00  -83.00        0.0433
 119   4   57.00  -83.00        0.0433
 120   4   59.00  -83.00        0.0433
 121   4   61.00  -83.00        0.0433
 122   4   63.00  -83.00        0.0433
 123   4   65.00  -83.00        0.0433
 124   4   67.00  -83.00        0.0433
 125   4   69.00  -83.00        0.0433
 126   4   71.00  -83.00        0.0433
 127   4   73.00  -83.00        0.0433
 128   4   75.00  -83.00        0.0433
 129   4   77.00  -83.00        0.0433
 130   4   79.00  -83.00        0.0433
 131   4   81.00  -83.00        0.0433
 132   4   83.00  -83.00        0.0433
 133   4   85.00  -83.00        0.0433
 134   4   87.00  -83.00        0.0433
 135   4   89.00  -83.00        0.0433
 136   4   91.00  -83.00        0.0433
 137   4   93.00  -83.00        0.0433
 138   4   95.00  -83.00        0.0433
 139   4   97.00  -83.00        0.0433
 140   4   99.00  -83.00        0.0433
 141   4  101.00  -83.00        0.0433
 142   4  103.00  -83.00        0.0433
 143   4  105.00  -83.00        0.0433
 144   4  107.00  -83.00        0.0433
 145   4  109.00  -83.00        0.0433
 146   4  111.00  -83.00        0.0433
 147   4  113.00  -83.00        0.0433
 148   4  115.00  -83.00        0.0433
 149   4  117.00  -83.00        0.0433
 150   4  119.00  -83.00        0.0433
 151   4  121.00  -83.00        0.0433
 152   4  123.00  -83.00        0.0433
 153   4  125.00  -83.00        0.0433
 154   4  127.00  -83.00        0.0433
 155   4  129.00  -83.00        0.0433
 156   4  131.00  -83.00        0.0433
 157   4  133.00  -83.00        0.0433
 158   4  135.00  -83.00        0.0433
 159   4  137.00  -83.00        0.0433
 160   4  139.00  -83.00        0.0433
 161   4  141.00  -83.00        0.0433
 162   4  143.00  -83.00        0.0433
 163   4  145.00  -83.00        0.0433
 164   4  147.00  -83.00        0.0433
 165   4  149.00  -83.00        0.0433
 166   4  151.00  -83.00        0.0433
 167   4  153.00  -83.00        0.0433
 168   4  155.00  -83.00        0.0433
 169   4  157.00  -83.00        0.0433
 170   4  159.00  -83.00        0.0433
 171   4  161.00  -83.00        0.0433
 172   4  163.00  -83.00        0.0433
